"study_name_rare","source_rare","study_name_common","source_common","trait_rare","trait_common","tier","match_type"
"ukb-wes-gb-00000709","genebass","ukb-b-10167","ukb","Operation code (vasectomy)","Operation code: vasectomy","all","fuzzy"
"ukb-wes-gb-00002466","genebass","ukb-b-10181","ukb","Eye problems/disorders (Diabetes related eye disease)","Eye problems/disorders: Diabetes related eye disease","all","fuzzy"
"ukb-wes-gb-00002365","genebass","ukb-b-1020","ukb","Operative procedures - secondary OPCS4 (Z69.7 Lower end of humerus NEC)","Operative procedures - secondary OPCS: Z70.5 Lower end of radius NEC","all","fuzzy"
"ukb-wes-gb-00002367","genebass","ukb-b-1020","ukb","Operative procedures - secondary OPCS4 (Z70.5 Lower end of radius NEC)","Operative procedures - secondary OPCS: Z70.5 Lower end of radius NEC","all","fuzzy"
"ukb-wes-gb-00002369","genebass","ukb-b-1020","ukb","Operative procedures - secondary OPCS4 (Z71.6 Lower end of ulna NEC)","Operative procedures - secondary OPCS: Z70.5 Lower end of radius NEC","all","fuzzy"
"ukb-wes-gb-00002385","genebass","ukb-b-1020","ukb","Operative procedures - secondary OPCS4 (Z76.5 Lower end of femur NEC)","Operative procedures - secondary OPCS: Z70.5 Lower end of radius NEC","all","fuzzy"
"ukb-wes-gb-00002391","genebass","ukb-b-1020","ukb","Operative procedures - secondary OPCS4 (Z77.5 Lower end of tibia NEC)","Operative procedures - secondary OPCS: Z70.5 Lower end of radius NEC","all","fuzzy"
"ukb-wes-gb-00002394","genebass","ukb-b-1020","ukb","Operative procedures - secondary OPCS4 (Z78.5 Lower end of fibula NEC)","Operative procedures - secondary OPCS: Z70.5 Lower end of radius NEC","all","fuzzy"
"ukb-wes-gb-00000716","genebass","ukb-b-1021","ukb","Operation code (muscle/soft tissue surgery)","Operation code: muscle/soft tissue surgery","all","fuzzy"
"ukb-wes-gb-00000086","genebass","ukb-b-10224","ukb","Non-cancer illness code, self-reported (meningitis)","Non-cancer illness code, self-reported: meningitis","all","fuzzy"
"ukb-wes-gb-00000204","genebass","ukb-b-10224","ukb","Non-cancer illness code, self-reported (iritis)","Non-cancer illness code, self-reported: meningitis","all","fuzzy"
"ukb-wes-gb-00000345","genebass","ukb-b-10258","ukb","Treatment/medication code (paroxetine)","Treatment/medication code: paroxetine","all","fuzzy"
"ukb-wes-gb-00002213","genebass","ukb-b-10263","ukb","Operative procedures - secondary OPCS4 (Y80.9 Unspecified general anaesthetic)","Operative procedures - secondary OPCS: Y80.9 Unspecified general anaesthetic","all","fuzzy"
"ukb-wes-gb-00000679","genebass","ukb-b-10272","ukb","Treatment/medication code (digoxin)","Treatment/medication code: digoxin","all","fuzzy"
"ukb-wes-gb-00002387","genebass","ukb-b-10281","ukb","Operative procedures - secondary OPCS4 (Z76.9 Femur NEC)","Operative procedures - secondary OPCS: Z89.6 Finger NEC","all","fuzzy"
"ukb-wes-gb-00002431","genebass","ukb-b-10281","ukb","Operative procedures - secondary OPCS4 (Z89.3 Forearm NEC)","Operative procedures - secondary OPCS: Z89.6 Finger NEC","all","fuzzy"
"ukb-wes-gb-00002434","genebass","ukb-b-10281","ukb","Operative procedures - secondary OPCS4 (Z89.6 Finger NEC)","Operative procedures - secondary OPCS: Z89.6 Finger NEC","all","fuzzy"
"ukb-wes-gb-00000263","genebass","ukb-b-10284","ukb","Treatment/medication code (multivitamins)","Treatment/medication code: multivitamins","all","fuzzy"
"ukb-wes-gb-00000498","genebass","ukb-b-10284","ukb","Treatment/medication code (multivitamins capsule)","Treatment/medication code: multivitamins","all","fuzzy"
"ukb-wes-gb-00000763","genebass","ukb-b-10289","ukb","Operation code (large bowel resection +/- colostomy)","Operation code: large bowel resection +/- colostomy","all","fuzzy"
"ukb-wes-gb-00002010","genebass","ukb-b-10298","ukb","Operative procedures - secondary OPCS4 (W28.1 Application of internal fixation to bone NEC)","Operative procedures - secondary OPCS: W28.1 Application of internal fixation to bone NEC","all","fuzzy"
"ukb-wes-gb-00002012","genebass","ukb-b-10298","ukb","Operative procedures - secondary OPCS4 (W30.1 Application of external fixation to bone NEC)","Operative procedures - secondary OPCS: W28.1 Application of internal fixation to bone NEC","all","fuzzy"
"ukb-wes-gb-00000807","genebass","ukb-b-10309","ukb","Operation code (myomectomy/fibroids removed)","Operation code: myomectomy/fibroids removed","all","fuzzy"
"ukb-wes-gb-00000798","genebass","ukb-b-10324","ukb","Operation code (elbow surgery)","Operation code: elbow surgery","all","fuzzy"
"ukb-wes-gb-00000131","genebass","ukb-b-10351","ukb","Non-cancer illness code, self-reported (allergy or anaphylactic reaction to drug)","Non-cancer illness code, self-reported: allergy or anaphylactic reaction to drug","all","fuzzy"
"ukb-wes-gb-00000560","genebass","ukb-b-10433","ukb","Treatment/medication code (fexofenadine)","Treatment/medication code: fexofenadine","all","fuzzy"
"ukb-wes-gb-00001130","genebass","ukb-b-1044","ukb","Operative procedures - main OPCS4 (H20.4 Fibreoptic endoscopic destruction of lesion of colon NEC)","Operative procedures - main OPCS: H20.6 Fibreoptic endoscopic resection of lesion of colon NEC","all","fuzzy"
"ukb-wes-gb-00001132","genebass","ukb-b-1044","ukb","Operative procedures - main OPCS4 (H20.6 Fibreoptic endoscopic resection of lesion of colon NEC)","Operative procedures - main OPCS: H20.6 Fibreoptic endoscopic resection of lesion of colon NEC","all","fuzzy"
"ukb-wes-gb-00001650","genebass","ukb-b-10444","ukb","Operative procedures - main OPCS4 (X50.1 Direct current cardioversion)","Operative procedures - main OPCS: X50.1 Direct current cardioversion","all","fuzzy"
"ukb-wes-gb-00000125","genebass","ukb-b-10537","ukb","Non-cancer illness code, self-reported (sarcoidosis)","Non-cancer illness code, self-reported: psoriasis","all","fuzzy"
"ukb-wes-gb-00000161","genebass","ukb-b-10537","ukb","Non-cancer illness code, self-reported (psoriasis)","Non-cancer illness code, self-reported: psoriasis","all","fuzzy"
"ukb-wes-gb-00000208","genebass","ukb-b-10537","ukb","Non-cancer illness code, self-reported (scoliosis)","Non-cancer illness code, self-reported: psoriasis","all","fuzzy"
"ukb-wes-gb-00000849","genebass","ukb-b-10554","ukb","Operation code (adenoid surgery / adenoidectomy)","Operation code: adenoid surgery / adenoidectomy","all","fuzzy"
"ukb-wes-gb-00000357","genebass","ukb-b-10586","ukb","Treatment/medication code (calcichew 1.25g chewable tablet)","Treatment/medication code: calcichew 1.25g chewable tablet","all","fuzzy"
"ukb-wes-gb-00000732","genebass","ukb-b-10617","ukb","Operation code (mammoplasty/cosmetic operation on breast)","Operation code: mammoplasty/cosmetic operation on breast","all","fuzzy"
"ukb-wes-gb-00000300","genebass","ukb-b-10713","ukb","Treatment/medication code (loratadine)","Treatment/medication code: loratadine","all","fuzzy"
"ukb-wes-gb-00000427","genebass","ukb-b-10713","ukb","Treatment/medication code (trazodone)","Treatment/medication code: loratadine","all","fuzzy"
"ukb-wes-gb-00000775","genebass","ukb-b-10733","ukb","Operation code (fertility treatment procedures)","Operation code: fertility treatment procedures","all","fuzzy"
"ukb-wes-gb-00000378","genebass","ukb-b-10766","ukb","Treatment/medication code (tegretol 100mg tablet)","Treatment/medication code: tegretol 100mg tablet","all","fuzzy"
"ukb-wes-gb-00001391","genebass","ukb-b-10810","ukb","Operative procedures - main OPCS4 (S06.5 Excision of lesion of skin of head or neck NEC)","Operative procedures - main OPCS: S06.5 Excision of lesion of skin of head or neck NEC","all","fuzzy"
"ukb-wes-gb-00001165","genebass","ukb-b-10813","ukb","Operative procedures - main OPCS4 (H55.8 Other specified other operations on perianal region)","Operative procedures - main OPCS: X55.8 Other specified other operations on unspecified organ","all","fuzzy"
"ukb-wes-gb-00001651","genebass","ukb-b-10813","ukb","Operative procedures - main OPCS4 (X55.8 Other specified other operations on unspecified organ)","Operative procedures - main OPCS: X55.8 Other specified other operations on unspecified organ","all","fuzzy"
"ukb-wes-gb-00000731","genebass","ukb-b-10827","ukb","Operation code (lumpectomy)","Operation code: lumpectomy","all","fuzzy"
"ukb-wes-gb-00002174","genebass","ukb-b-10847","ukb","Operative procedures - secondary OPCS4 (Y53.5 Approach to organ under image intensifier)","Operative procedures - secondary OPCS: Y53.5 Approach to organ under image intensifier","all","fuzzy"
"ukb-wes-gb-00002373","genebass","ukb-b-10848","ukb","Operative procedures - secondary OPCS4 (Z73.1 First metacarpal)","Operative procedures - secondary OPCS: Z80.1 First metatarsal","all","fuzzy"
"ukb-wes-gb-00002397","genebass","ukb-b-10848","ukb","Operative procedures - secondary OPCS4 (Z80.1 First metatarsal)","Operative procedures - secondary OPCS: Z80.1 First metatarsal","all","fuzzy"
"ukb-wes-gb-00000177","genebass","ukb-b-10912","ukb","Non-cancer illness code, self-reported (high cholesterol)","Non-cancer illness code, self-reported: high cholesterol","all","fuzzy"
"ukb-wes-gb-00001064","genebass","ukb-b-10919","ukb","Operative procedures - main OPCS4 (E49.9 Unspecified diagnostic fibreoptic endoscopic examination of lower respiratory tract)","Operative procedures - main OPCS: E49.9 Unspecified diagnostic fibreoptic endoscopic examination of lower respiratory tract","all","fuzzy"
"ukb-wes-gb-00001304","genebass","ukb-b-11015","ukb","Operative procedures - main OPCS4 (M77.9 Unspecified diagnostic endoscopic examination of urethra)","Operative procedures - main OPCS: Q18.9 Unspecified diagnostic endoscopic examination of uterus","all","fuzzy"
"ukb-wes-gb-00001358","genebass","ukb-b-11015","ukb","Operative procedures - main OPCS4 (Q18.9 Unspecified diagnostic endoscopic examination of uterus)","Operative procedures - main OPCS: Q18.9 Unspecified diagnostic endoscopic examination of uterus","all","fuzzy"
"ukb-wes-gb-00000718","genebass","ukb-b-11120","ukb","Operation code (knee replacement/revision)","Operation code: knee replacement/revision","all","fuzzy"
"ukb-wes-gb-00000207","genebass","ukb-b-11241","ukb","Non-cancer illness code, self-reported (back pain)","Non-cancer illness code, self-reported: back pain","all","fuzzy"
"ukb-wes-gb-00000286","genebass","ukb-b-11268","ukb","Treatment/medication code (simvastatin)","Treatment/medication code: simvastatin","all","fuzzy"
"ukb-wes-gb-00000766","genebass","ukb-b-11402","ukb","Operation code (colectomy/hemicolectomy)","Operation code: colectomy/hemicolectomy","all","fuzzy"
"ukb-wes-gb-00001979","genebass","ukb-b-11409","ukb","Operative procedures - secondary OPCS4 (U08.1 Computed tomography of abdomen NEC)","Operative procedures - secondary OPCS: U08.1 Computed tomography of abdomen NEC","all","fuzzy"
"ukb-wes-gb-00001526","genebass","ukb-b-11417","ukb","Operative procedures - main OPCS4 (V54.4 Injection around spinal facet of spine)","Operative procedures - main OPCS: V54.4 Injection around spinal facet of spine","all","fuzzy"
"ukb-wes-gb-00002404","genebass","ukb-b-11427","ukb","Operative procedures - secondary OPCS4 (Z81.4 Shoulder joint)","Operative procedures - secondary OPCS: Z81.4 Shoulder joint","all","fuzzy"
"ukb-wes-gb-00002490","genebass","ukb-b-11461","ukb","Medication for pain relief, constipation, heartburn (Laxatives (e.g. Dulcolax, Senokot))","Medication for pain relief, constipation, heartburn: Laxatives (e.g. Dulcolax, Senokot)","all","fuzzy"
"ukb-wes-gb-00000288","genebass","ukb-b-11492","ukb","Treatment/medication code (salamol 100micrograms inhaler)","Treatment/medication code: salamol 100micrograms inhaler","all","fuzzy"
"ukb-wes-gb-00000777","genebass","ukb-b-11497","ukb","Operation code (tonsillectomy +/- adenoids)","Operation code: tonsillectomy +/- adenoids","all","fuzzy"
"ukb-wes-gb-00000176","genebass","ukb-b-11550","ukb","Non-cancer illness code, self-reported (atrial fibrillation)","Non-cancer illness code, self-reported: atrial fibrillation","all","fuzzy"
"ukb-wes-gb-00001079","genebass","ukb-b-11553","ukb","Operative procedures - main OPCS4 (F09.5 Surgical removal of retained root of tooth)","Operative procedures - main OPCS: F09.5 Surgical removal of retained root of tooth","all","fuzzy"
"ukb-wes-gb-00000362","genebass","ukb-b-11566","ukb","Treatment/medication code (calcichew d3 tablet)","Treatment/medication code: calcichew d3 tablet","all","fuzzy"
"ukb-wes-gb-00001027","genebass","ukb-b-11567","ukb","Operative procedures - main OPCS4 (D02.1 Excision of lesion of external ear)","Operative procedures - main OPCS: D02.1 Excision of lesion of external ear","all","fuzzy"
"ukb-wes-gb-00002472","genebass","ukb-b-11590","ukb","Vascular/heart problems diagnosed by doctor (Heart attack)","Vascular/heart problems diagnosed by doctor: Heart attack","all","fuzzy"
"ukb-wes-gb-00002489","genebass","ukb-b-11605","ukb","Medication for pain relief, constipation, heartburn (Omeprazole (e.g. Zanprol))","Medication for pain relief, constipation, heartburn: Omeprazole (e.g. Zanprol)","all","fuzzy"
"ukb-wes-gb-00001885","genebass","ukb-b-11618","ukb","Operative procedures - secondary OPCS4 (Q55.3 Papanicolau smear NEC)","Operative procedures - secondary OPCS: Q55.3 Papanicolau smear NEC","all","fuzzy"
"ukb-wes-gb-00000337","genebass","ukb-b-11632","ukb","Treatment/medication code (atenolol)","Treatment/medication code: atenolol","all","fuzzy"
"ukb-wes-gb-00000366","genebass","ukb-b-11632","ukb","Treatment/medication code (etodolac)","Treatment/medication code: atenolol","all","fuzzy"
"ukb-wes-gb-00000435","genebass","ukb-b-11632","ukb","Treatment/medication code (sotalol)","Treatment/medication code: atenolol","all","fuzzy"
"ukb-wes-gb-00000436","genebass","ukb-b-11632","ukb","Treatment/medication code (timolol)","Treatment/medication code: atenolol","all","fuzzy"
"ukb-wes-gb-00000466","genebass","ukb-b-1166","ukb","Treatment/medication code (dihydrocodeine)","Treatment/medication code: dihydrocodeine","all","fuzzy"
"ukb-wes-gb-00001335","genebass","ukb-b-11666","ukb","Operative procedures - main OPCS4 (Q07.4 Total abdominal hysterectomy NEC)","Operative procedures - main OPCS: Q07.4 Total abdominal hysterectomy NEC","all","fuzzy"
"ukb-wes-gb-00000311","genebass","ukb-b-11670","ukb","Treatment/medication code (tramadol)","Treatment/medication code: tramadol","all","fuzzy"
"ukb-wes-gb-00000541","genebass","ukb-b-11689","ukb","Treatment/medication code (salbutamol 100micrograms spacehaler)","Treatment/medication code: salbutamol 100micrograms spacehaler","all","fuzzy"
"ukb-wes-gb-00000147","genebass","ukb-b-11736","ukb","Non-cancer illness code, self-reported (meniere's disease)","Non-cancer illness code, self-reported: meniere's disease","all","fuzzy"
"ukb-wes-gb-00002491","genebass","ukb-b-11740","ukb","Medication for cholesterol, blood pressure or diabetes (Cholesterol lowering medication)","Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication","all","fuzzy"
"ukb-wes-gb-00000067","genebass","ukb-b-11751","ukb","Non-cancer illness code, self-reported (peritonitis)","Non-cancer illness code, self-reported: peritonitis","all","fuzzy"
"ukb-wes-gb-00000150","genebass","ukb-b-11751","ukb","Non-cancer illness code, self-reported (thyroiditis)","Non-cancer illness code, self-reported: peritonitis","all","fuzzy"
"ukb-wes-gb-00000189","genebass","ukb-b-11751","ukb","Non-cancer illness code, self-reported (labyrinthitis)","Non-cancer illness code, self-reported: peritonitis","all","fuzzy"
"ukb-wes-gb-00001877","genebass","ukb-b-11780","ukb","Operative procedures - secondary OPCS4 (Q18.9 Unspecified diagnostic endoscopic examination of uterus)","Operative procedures - secondary OPCS: Q18.9 Unspecified diagnostic endoscopic examination of uterus","all","fuzzy"
"ukb-wes-gb-00000408","genebass","ukb-b-11862","ukb","Treatment/medication code (beconase 50micrograms nasal spray)","Treatment/medication code: beconase 50micrograms nasal spray","all","fuzzy"
"ukb-wes-gb-00000523","genebass","ukb-b-11878","ukb","Treatment/medication code (losartan)","Treatment/medication code: losartan","all","fuzzy"
"ukb-wes-gb-00000557","genebass","ukb-b-11878","ukb","Treatment/medication code (latanoprost)","Treatment/medication code: losartan","all","fuzzy"
